,id,date,year,title,venue,authors,abstract,keywords
10,2067403137,2012-04-29,2012,Applying quantified self approaches to support reflective learning,LAK,"veronica riverapelayo, valentin zacharias, lars muller, simone braun","This paper presents a framework for technical support of reflective learning, derived from unification learning theory with conceptual Quantified Self tools -- collecting personally relevant information gaining self-knowledge. Reflective means returning to and evaluating past experiences in order promote continuous improve future experiences. Whilst the theories do not sufficiently consider support, (QS) approaches are rather experimental many emergent disconnected goals benefits their use. brings these two strands into one unified that shows how QS can processes on hand inform design new informal purposes other hand. ","paper, framework, technical, support, reflective, learning, derived, unification, theory, conceptual, quantified, self, tools, collecting, personally, relevant, information, gaining, knowledge, means, returning, evaluating, past, experiences, order, promote, continuous, future, whilst, theories, sufficiently, consider, qs, approaches, rather, experimental, emergent, disconnected, goals, benefits, brings, two, strands, one, unified, shows, processes, hand, inform, design, informal, purposes"
11,1994052056,2015-03-16,2015,VISLA: visual aspects of learning analytics,LAK,"erik duval, katrien verbert, joris klerkx, martin wolpers, abelardo pardo, sten govaerts, denis gillet, xavier ochoa, denis parra","In this paper, we briefly describe the goal and activities of LAK15 workshop on Visual Aspects Learning analytics. ","paper, briefly, describe, goal, activities, lak15, workshop, visual, aspects, learning, analytics"
12,2794377399,2018-03-07,2018,"Explaining learning performance using response-time, self-regulation and satisfaction from content: an fsQCA approach",LAK,"zacharoula papamitsiou, anastasios a economides, ilias o pappas, michail n giannakos","This study focuses on compiling students response-time allocated to answer correctly or wrongly, their self-regulation, as well satisfaction from content, in order explain high medium/low learning performance. To this end, it proposes a conceptual model conjunction with research propositions. For the evaluation of approach, an empirical 452 students was conducted. The fuzzy set qualitative comparative analysis (fsQCA) revealed five configurations driven by admitted factors that performance, additional patterns, interpreting These findings advance our understanding relations between actual usage and latent behavioral factors, combined effect test score. Limitations potential implications these are also discussed. ","focuses, compiling, students, response, time, allocated, answer, correctly, wrongly, self, regulation, satisfaction, content, order, explain, high, medium, low, learning, performance, end, proposes, conceptual, model, conjunction, research, propositions, evaluation, approach, empirical, 452, conducted, fuzzy, set, qualitative, comparative, fsqca, revealed, five, configurations, driven, admitted, factors, additional, patterns, interpreting, advance, understanding, relations, actual, usage, latent, behavioral, combined, effect, test, score, limitations, potential, implications"
13,2593405120,2017-03-13,2017,What are visitors up to?: helping museum facilitators know what visitors are doing,LAK,"vishesh kumar, mike tissenbaum, matthew berland","In this paper, we describe a tablet application designed around an interactive game-based science museum exhibit. It is aimed to help provide docents useful information about the visitors actions, in way that actionable, and enables assistance prompts visitors are more meaningful, compared what they typically able do without interface augmentation. ","paper, describe, tablet, application, designed, around, interactive, game, science, museum, exhibit, aimed, help, provide, docents, useful, information, visitors, actions, way, actionable, enables, assistance, prompts, more, meaningful, typically, able, without, interface, augmentation"
14,2790550064,2018-03-07,2018,Using embedded formative assessment to predict state summative test scores,LAK,"stephen fancsali, guoguo zheng, yanyan tan, steven ritter, susan r berman, april galyardt","If we wish to embed assessment for accountability within instruction, need better understand the relative contribution of different types learner data statistical models that predict scores on assessments used purposes. The present work scales up and extends predictive math test from existing literature specifies six categories incorporate information about student prior knowledge, socio-demographics, performance MATHia intelligent tutoring system. Linear regression random forest are learned each category generalized over a sample 23,000+ learners in Grades 6, 7, 8 three academic years Miami-Dade County Public Schools. After briefly exploring hierarchical this data, discuss variety technical practical applications, limitations, open questions related work, especially concerning potential use instructional platforms like as replacement time-consuming standardized tests. ","if, wish, embed, assessment, accountability, instruction, better, understand, relative, contribution, different, types, learner, data, statistical, models, predict, scores, assessments, purposes, work, scales, extends, predictive, math, test, existing, literature, specifies, six, categories, incorporate, information, student, prior, knowledge, socio, demographics, performance, mathia, intelligent, tutoring, system, linear, regression, random, forest, learned, category, generalized, over, sample, 23, 000, learners, grades, 6, 7, 8, three, academic, years, miami, dade, county, public, schools, briefly, exploring, hierarchical, discuss, variety, technical, practical, applications, limitations, open, questions, especially, concerning, potential, instructional, platforms, replacement, time, consuming, standardized, tests"
15,2404330724,2013-01-01,2013,Visualizing Repertory Grid Data for Formative Assessment,IWTA@LAK,"kostas pantazos, ravi vatrapu, abid hussain","Repertory grid tools systematically collect data that consists of a topic, its elements, constructs and element ratings. Gaining meaningful insights from repertory grids is challenge because analysis timeconsuming significant mental effort needed. Visualizations aim at facilitating through visual interactive approach, which allows users to understand their data, reflect, make better decisions. This paper presents an visualization tool for teachers students. The visualizes using two dashboards, where students can investigate rating elements the individual or group level. Visualizing initial attempt towards teaching analytics. Future work will focus on evaluating in real setting with students, collecting suggestions improvement. ","repertory, grid, tools, systematically, collect, data, consists, topic, elements, constructs, element, ratings, gaining, meaningful, insights, grids, challenge, timeconsuming, significant, mental, effort, needed, visualizations, aim, facilitating, visual, interactive, approach, allows, users, understand, reflect, make, better, decisions, paper, visualization, tool, teachers, students, visualizes, two, dashboards, investigate, rating, individual, group, level, visualizing, initial, attempt, towards, teaching, analytics, future, work, focus, evaluating, real, setting, collecting, suggestions, improvement"
16,2915569398,2019-03-04,2019,Utilizing Learning Analytics to Map Students Self-Reported Study Strategies to Click Behaviors in STEM Courses,LAK,"fernando rodriguez, renzhe yu, jihyun park, mariela janet rivas, mark warschauer, brian k sato","Informed by cognitive theories of learning, this work examined how students self-reported study patterns (spacing vs. cramming) corresponded to their engagement with the Learning Management System (LMS) across two years in a large biology course. We specifically focused on students accessed non-mandatory resources (lecture videos, lecture slides) and considered whether pattern differed underrepresented minority (URM) status. Overall, who utilizing spacing strategies throughout course had higher grades than reported cramming When examining LMS engagement, only small percentage videos slides. Applying negative binomial regression model daily counts click activities, we also found that utilized more often but not earlier before major deadlines. Moreover, finding was different for students. Our results provide some initial evidence showing behaviors correspond accessing learning resources. However, given lack general resources, our underscore value encouraging utilize these when studying material. ","informed, cognitive, theories, learning, work, examined, students, self, patterns, spacing, vs, cramming, corresponded, engagement, management, system, lms, across, two, years, large, biology, course, specifically, focused, accessed, mandatory, resources, lecture, videos, slides, pattern, differed, underrepresented, minority, urm, status, overall, utilizing, strategies, throughout, higher, grades, examining, small, percentage, applying, negative, binomial, regression, model, daily, counts, click, activities, found, utilized, more, earlier, major, deadlines, moreover, finding, different, provide, initial, evidence, showing, behaviors, correspond, accessing, lack, general, underscore, value, encouraging, utilize, studying, material"
17,2916571844,2019-03-04,2019,Cross-Platform Analytics: A step towards Personalization and Adaptation in Education,LAK,"katerina mangaroska, boban vesin, michail n giannakos","Learning analytics are used to track learners progress and empower educators learners make well-informed data-driven decisions. However, due the distributed nature of learning process, need be combined offer broader insights into learners behavior experiences. Consequently, this paper presents an architecture a ecosystem, that integrates utilizes cross-platform analytics. The proposed has been put practice via Java programming course. After series studies, proof concept was derived shows how amplify relevant for process. Such could improve educators understanding their own actions environments in which occurs. ","learning, analytics, track, learners, progress, empower, educators, make, informed, data, driven, decisions, distributed, nature, process, combined, offer, broader, insights, learner, behavior, experiences, consequently, paper, architecture, ecosystem, integrates, utilizes, cross, platform, put, practice, via, java, programming, course, series, studies, proof, concept, derived, shows, amplify, relevant, understanding, own, actions, environments, occurs"
18,2592237722,2017-03-13,2017,How can we accelerate dissemination of knowledge and learning?: developing an online knowledge management platform for networked improvement communities,LAK,"ouajdi manai, hiroyuki yamada","The Networked Improvement Learning and Support (NILS) platform is an online tool designed to accelerate the initiation development of Communities in a disciplined manner. Its main goal promote social, organizational learning through curation synthesis tacit explicit knowledge conversion facilitate construction ownership by communities regarding improvement practice education. In this proposal we will discuss NILS platform, few use cases, plan analytics that advances dissemination monitors health status networks. ","networked, improvement, learning, support, nils, platform, online, tool, designed, accelerate, initiation, development, communities, disciplined, manner, main, goal, promote, social, organizational, curation, synthesis, tacit, explicit, knowledge, conversion, facilitate, construction, ownership, regarding, practice, education, proposal, discuss, few, plan, analytics, advances, dissemination, monitors, health, status, networks"
19,2336299745,2016-04-25,2016,Enhancing the efficiency and reliability of group differentiation through partial credit,LAK,"yan wang, korinn ostrow, joseph e beck, neil t heffernan","The focus of the learning analytics community bridges gap between controlled educational research and data mining. Online platforms can be used to conduct randomized trials assist in development interventions that increase gains; datasets from such act as a treasure trove for inquisitive miners. present work employs mining approach on trial ASSISTments, popular online platform, assess benefits incorporating additional student performance when attempting differentiate two user groups. Through resampling technique, we show partial credit, defined an algorithmic combination binary correctness, hint usage, attempt count, benefit assessment group differentiation. Partial credit reduces sample sizes required reliably groups are known differ by 58%, less distinct 9%. ","focus, learning, analytics, community, bridges, gap, controlled, educational, research, data, mining, online, platforms, conduct, randomized, trials, assist, development, interventions, increase, gains, datasets, act, treasure, trove, inquisitive, miners, work, employs, approach, trial, assistments, popular, platform, assess, benefits, incorporating, additional, student, performance, attempting, differentiate, two, user, groups, resampling, technique, show, partial, credit, defined, algorithmic, combination, binary, correctness, hint, usage, attempt, count, benefit, assessment, group, differentiation, reduces, sample, sizes, reliably, differ, 58, less, distinct, 9"
20,2037477211,2014-03-24,2014,"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",LAK,"masaya okada, masahiro tada","Real-world learning in a field is an important educational area for experience-based activities. Formative assessment by constant monitoring of the intellectual achievement real-world learners essential adaptive support, but no methodology has yet been developed. We consider method to systematically integrate heterogeneous factors learning: learners internal situations, their external and field. Then, we propose formatively assessing situation learning. The enables us recognize sequence characteristic stay behavior associated body posture learner, estimate 3D location his/her interest. estimation not only topic that learner currently examining also prospective topics he/she should learn. Our basis context-aware support promote emergence new knowledge from collaboration world. ","real, world, learning, field, important, educational, area, experience, activities, formative, assessment, constant, monitoring, intellectual, achievement, learners, essential, adaptive, support, methodology, yet, developed, consider, systematically, integrate, heterogeneous, factors, internal, situations, external, propose, formatively, assessing, situation, enables, us, recognize, sequence, characteristic, stay, behavior, body, posture, learner, estimate, 3d, location, his, her, interest, estimation, topic, currently, examining, prospective, topics, he, she, learn, basis, context, aware, promote, emergence, knowledge, collaboration"
21,1973204398,2012-04-29,2012,Sherpa: increasing student success with a recommendation engine,LAK,"robert bramucci, jim gaston","Students flock to online services like Amazon, Pandora and Netflix that offer personalized recommendations, in stark contrast the ""one size fits all"" higher education. In this session we demonstrate Sherpa, a recommendation engine for courses, information utilizes both human machine intelligence. ","students, flock, online, services, amazon, pandora, netflix, offer, personalized, recommendations, stark, contrast, one, size, fits, higher, education, session, sherpa, recommendation, engine, courses, information, utilizes, both, human, machine, intelligence"
22,2145356869,2012-04-29,2012,"Learning dispositions and transferable competencies: pedagogy, modelling and learning analytics",LAK,"simon buckingham shum, ruth deakin crick","Theoretical and empirical evidence in the learning sciences substantiates view that deep engagement is a function of complex combination learners identities, dispositions, values, attitudes skills. When these are fragile, learners struggle to achieve their potential conventional assessments, critically, not prepared for novelty complexity challenges they will meet workplace, many other spheres life which require personal qualities such as resilience, critical thinking collaboration To date, analytics research development communities have addressed how concepts can be modelled analysed, more traditional social science data analysis support enhanced by analytics. We report progress design implementation based on validated multidimensional construct termed ""learning power"". describe, first time, infrastructure gathering at scale, managing stakeholder permissions, range it supports from real time summaries exploratory research, particular visual analytic has been shown demonstrable impact learners. conclude summarising ongoing programme identifying integrating with modelling. ","theoretical, empirical, evidence, learning, sciences, substantiates, view, deep, engagement, function, complex, combination, learners, identities, dispositions, values, attitudes, skills, fragile, struggle, achieve, potential, conventional, assessments, critically, prepared, novelty, complexity, challenges, meet, workplace, spheres, life, require, personal, qualities, resilience, critical, thinking, collaboration, date, analytics, research, development, communities, addressed, concepts, modelled, analysed, more, traditional, social, science, data, support, enhanced, progress, design, implementation, validated, multidimensional, construct, termed, power, describe, first, time, infrastructure, gathering, scale, managing, stakeholder, permissions, range, supports, real, summaries, exploratory, visual, analytic, shown, demonstrable, impact, conclude, summarising, ongoing, programme, identifying, integrating, modelling"
23,2915273119,2019-03-04,2019,Evaluating the Fairness of Predictive Student Models Through Slicing Analysis,LAK,"josh gardner, christopher h brooks, ryan s baker","Predictive modeling has been a core area of learning analytics research over the past decade, with such models currently deployed in variety educational contexts from MOOCs to K-12. However, analyses differential effectiveness these across demographic, identity, or other groups scarce. In this paper, we present method for evaluating unfairness predictive student models. We define terms accuracy between subgroups, and measure it using new metric term Absolute Between-ROC Area (ABROCA). demonstrate proposed through gender-based ""slicing analysis"" five different replicated works dataset 44 unique four million learners. Our results (1) significant differences model fairness according (a) statistical algorithm (b) feature set used; (2) that gender imbalance ratio, curricular area, specific course used all display association value ABROCA statistic; (3) there is not evidence strict tradeoff performance fairness. This work provides framework quantifying understanding how might inadvertently privilege, disparately impact, subgroups. Furthermore, our suggest researchers practitioners can use slicing analysis improve without necessarily sacrificing performance.1 ","predictive, modeling, core, area, learning, analytics, research, over, past, decade, models, currently, deployed, variety, educational, contexts, moocs, k, 12, analyses, differential, effectiveness, across, demographic, identity, groups, scarce, paper, evaluating, unfairness, student, define, terms, accuracy, subgroups, measure, metric, term, absolute, roc, abroca, gender, slicing, five, different, replicated, works, dataset, 44, unique, four, million, learners, 1, significant, differences, model, fairness, according, statistical, algorithm, b, feature, set, 2, imbalance, ratio, curricular, specific, course, display, association, value, statistic, 3, evidence, strict, tradeoff, performance, work, framework, quantifying, understanding, might, inadvertently, privilege, disparately, impact, furthermore, researchers, practitioners, without, necessarily, sacrificing"
24,2592491576,2017-03-13,2017,Planning prompts increase and forecast course completion in massive open online courses,LAK,"michael yeomans, justin reich","Among all of the learners in Massive Open Online Courses (MOOCs) who intend to complete a course, majority fail do so. This intention-action gap is found many domains human experience, and research similar goal pursuit suggests that plan-making cheap effective nudge encourage follow-through. In natural field experiment three HarvardX courses, some students received open-ended planning prompts at beginning course. These increased course completion by 29%, payment for certificates 40%. effect was largest enrolled traditional schools. Furthermore, contents students plans could predict which were least likely succeed - particular, whose focused on specific times unlikely Our results suggest can help adopted productive frames mind outset learning forecast student success. ","learners, massive, open, online, courses, moocs, intend, complete, course, majority, fail, so, intention, action, gap, found, domains, human, experience, research, similar, goal, pursuit, suggests, plan, cheap, effective, nudge, encourage, follow, natural, field, experiment, three, harvardx, students, received, ended, planning, prompts, beginning, completion, 29, payment, certificates, 40, effect, largest, enrolled, traditional, schools, furthermore, contents, plans, predict, least, likely, succeed, whose, focused, specific, times, unlikely, help, adopted, productive, frames, mind, outset, learning, forecast, student, success"
25,2005372638,2012-04-29,2012,Social learning analytics: five approaches,LAK,"rebecca ferguson, simon buckingham shum","This paper proposes that Social Learning Analytics (SLA) can be usefully thought of as a subset learning analytics approaches. SLA focuses on how learners build knowledge together in their cultural and social settings. In the context online learning, it takes into account both formal informal educational environments, including networks communities. The introduces broad rationale for by reviewing some key drivers make so important today. Five forms are identified, those which inherently social, others have dimensions. goes to describe early work towards implementing these SocialLearn, an space use at UKs Open University, challenges this is raising. iterative approach analytics, encouraging respond help shape not only but also associated recommendations. ","paper, proposes, social, learning, analytics, sla, usefully, thought, subset, approaches, focuses, learners, build, knowledge, together, cultural, settings, context, online, takes, account, both, formal, informal, educational, environments, networks, communities, introduces, broad, rationale, reviewing, key, drivers, make, so, important, today, five, forms, identified, inherently, others, dimensions, goes, describe, early, work, towards, implementing, sociallearn, space, uk, open, university, challenges, raising, iterative, approach, encouraging, respond, help, shape, recommendations"
26,2733116115,2017-01-01,2017,How to Aggregate Lesson Observation Data into Learning Analytics Datasets,MMLA-CrossLAK@LAK,"maka eradze, maria jesus rodriguez triana, mart laanpere","The technological environment that supports the learning process tends to be main data source for Learning Analytics. However, this trend leaves out those parts of are not computer-mediated. To overcome problem, involving additional gathering techniques such as ambient sensors, audio and video recordings, or even observations could enrich datasets. This paper focuses on how extracted from can integrated with coming activity tracking, resulting in a multimodal dataset. identifies need theoretical pedagogical semantics analytics, examines xAPI potential aggregation. Finally, we propose an approach pedagogy-driven observational identification. As proof concept, have applied two research works where had been used triangulate results obtained traditional sources. Through these examples, illustrate some challenges dataset may present when including ","technological, environment, supports, learning, process, tends, main, data, source, analytics, trend, leaves, parts, computer, mediated, overcome, problem, involving, additional, gathering, techniques, ambient, sensors, audio, video, recordings, even, observations, enrich, datasets, paper, focuses, extracted, integrated, coming, activity, tracking, resulting, multimodal, dataset, identifies, theoretical, pedagogical, semantics, examines, xapi, potential, aggregation, finally, propose, approach, pedagogy, driven, observational, identification, proof, concept, applied, two, research, works, triangulate, traditional, sources, examples, illustrate, challenges, may"
